"","Block_Nummer","Block_Einwohnerzahl","Wahlbezirk_Nummer","Wahlbezirk_Bloeckezahl","Wahlbezirk_Einwohnerzahl","Wahlbezirk_Uebervoelkert","Block_Nachbar_1","Block_Nachbar_2","Block_Nachbar_3","Block_Nachbar_4","Block_Nachbar_5","Block_Nachbar_6","Block_Nachbar_7","Block_Nachbar_8","Block_Nachbar_9","Block_Nachbar_10","Block_Nachbar_11","Block_Nachbar_12","Block_Nachbar_13","Block_Nachbar_1_Wahlbezirk","Block_Nachbar_2_Wahlbezirk","Block_Nachbar_3_Wahlbezirk","Block_Nachbar_4_Wahlbezirk","Block_Nachbar_5_Wahlbezirk","Block_Nachbar_6_Wahlbezirk","Block_Nachbar_7_Wahlbezirk","Block_Nachbar_8_Wahlbezirk","Block_Nachbar_9_Wahlbezirk","Block_Nachbar_10_Wahlbezirk","Block_Nachbar_11_Wahlbezirk","Block_Nachbar_12_Wahlbezirk","Block_Nachbar_13_Wahlbezirk","Optimized_Wahlbezirk_1","Optimized_Wahlbezirk_2","Optimized_Wahlbezirk_3","Optimized_Wahlbezirk_4","Optimized_Wahlbezirk_5","Optimized_Wahlbezirk_6"
"647","072034",364,"1501",15,2531,1,"070141","070142","070143","070147","072033","072037",NA,NA,NA,NA,NA,NA,NA,"1501","1501","1410","1410","1501","1415",NA,NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA
"648","072035",65,"1415",6,2429,0,"072031","072032","072036","072601","072603",NA,NA,NA,NA,NA,NA,NA,NA,"1501","1501","1415","1501","1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","072036",103,"1415",6,2429,0,"072031","072032","072033","072035","072037","072603",NA,NA,NA,NA,NA,NA,NA,"1501","1501","1501","1415","1415","1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","072037",199,"1415",6,2429,0,"072032","072033","072034","072036","072603",NA,NA,NA,NA,NA,NA,NA,NA,"1501","1501","1501","1415","1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","072601",3,"1501",15,2531,1,"070129","072031","072035","072908",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1501","1501","1415","1501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
"652","072603",54,"1415",6,2429,0,"072035","072036","072037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1415","1415","1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","072624",7,"1401",29,2060,0,"072625","072634","072636","073627","073628","074120","074121","074129","074160","074161",NA,NA,NA,"1401","1401","1402","1401","1401","1391","1391","1391","1403","1408",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","072625",15,"1401",29,2060,0,"072624","073627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","072634",12,"1401",29,2060,0,"072624","072635","072636","073626","073627",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1402","1402","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","072635",278,"1402",15,2075,0,"072634","072636","073064","073616","073626",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1402","1402","1402","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","072636",12,"1402",15,2075,0,"072624","072634","072635","072908","073051","073064","073626",NA,NA,NA,NA,NA,NA,"1401","1401","1402","1501","1402","1402","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","072638",1238,"1415",6,2429,0,"070147","070152","070154","072639","074002",NA,NA,NA,NA,NA,NA,NA,NA,"1410","1410","1410","1410","1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","072639",56,"1410",19,2613,1,"070147","070149","070152","072638",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1410","1410","1410","1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
"660","072908",10,"1501",15,2531,1,"072601","072636","073010","073050","073019","073020","073027","073028","073029","073049","073051","073604",NA,"1501","1402","1478","1402","1478","1478","1407","1407","1407","1402","1402","1478",NA,"1402","1478","1407",NA,NA,NA
"661","073006",284,"1478",17,2307,0,"073007","073011","073012","073015","073016","073604",NA,NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","073007",198,"1478",17,2307,0,"073006","073008","073011","073012","073013","073604",NA,NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","073008",158,"1478",17,2307,0,"073007","073010","073012","073013","073014","073604",NA,NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","073010",201,"1478",17,2307,0,"072908","073008","073013","073014","073018","073019","073604",NA,NA,NA,NA,NA,NA,"1501","1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","073011",46,"1478",17,2307,0,"073006","073007","073012","073015","073016","073017",NA,NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","073012",49,"1478",17,2307,0,"073006","073007","073008","073011","073013","073016","073017",NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","073013",75,"1478",17,2307,0,"073007","073008","073010","073012","073014","073017","073018","073025","073605",NA,NA,NA,NA,"1478","1478","1478","1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","073014",86,"1478",17,2307,0,"073008","073010","073013","073018","073019","073025","073605",NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","073015",65,"1478",17,2307,0,"073006","073011","073016","073022","073023",NA,NA,NA,NA,NA,NA,NA,NA,"1478","1478","1478","1407","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","073050",120,"1402",15,2075,0,"072908","073029","073049","073051","073615","073653",NA,NA,NA,NA,NA,NA,NA,"1501","1407","1402","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","073016",57,"1478",17,2307,0,"073006","073011","073012","073015","073017","073022","073023","073605","073606",NA,NA,NA,NA,"1478","1478","1478","1478","1478","1407","1407","1478","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","073017",67,"1478",17,2307,0,"073011","073012","073013","073016","073023","073605",NA,NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1407","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","073018",61,"1478",17,2307,0,"073010","073013","073014","073019","073025","073026","073605",NA,NA,NA,NA,NA,NA,"1478","1478","1478","1478","1478","1407","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","073019",125,"1478",17,2307,0,"072908","073010","073014","073018","073020","073025","073026","073027",NA,NA,NA,NA,NA,"1501","1478","1478","1478","1478","1478","1407","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","073020",36,"1478",17,2307,0,"072908","073019","073026","073027","073028",NA,NA,NA,NA,NA,NA,NA,NA,"1501","1478","1407","1407","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","073022",302,"1407",16,2362,0,"073015","073016","073023","073039","073040",NA,NA,NA,NA,NA,NA,NA,NA,"1478","1478","1407","1407","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","073023",208,"1407",16,2362,0,"073015","073016","073017","073022","073039","073040","073041","073605","073606",NA,NA,NA,NA,"1478","1478","1478","1407","1407","1407","1407","1478","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","073025",184,"1478",17,2307,0,"073013","073014","073018","073019","073026","073043","073044","073605","073606",NA,NA,NA,NA,"1478","1478","1478","1478","1407","1407","1407","1478","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","073026",103,"1407",16,2362,0,"073018","073019","073020","073025","073027","073043","073044","073047",NA,NA,NA,NA,NA,"1478","1478","1478","1478","1407","1407","1407","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","073027",114,"1407",16,2362,0,"072908","073019","073020","073026","073028","073044","073047","073653",NA,NA,NA,NA,NA,"1501","1478","1478","1407","1407","1407","1407","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","073028",103,"1407",16,2362,0,"072908","073020","073027","073029","073047","073049","073653",NA,NA,NA,NA,NA,NA,"1501","1478","1407","1407","1407","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","073029",67,"1407",16,2362,0,"072908","073050","073028","073049","073653",NA,NA,NA,NA,NA,NA,NA,NA,"1501","1402","1407","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","073039",299,"1407",16,2362,0,"073022","073023","073040","073640","073641",NA,NA,NA,NA,NA,NA,NA,NA,"1407","1407","1407","1393","1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","073040",135,"1407",16,2362,0,"073022","073023","073039","073041","073606","073640","073641",NA,NA,NA,NA,NA,NA,"1407","1407","1407","1407","1407","1393","1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","073041",104,"1407",16,2362,0,"073023","073040","073042","073606",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1407","1407","1407","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","073042",125,"1407",16,2362,0,"073041","073043","073045","073606","073641","073642",NA,NA,NA,NA,NA,NA,NA,"1407","1407","1407","1407","1397","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","073043",283,"1407",16,2362,0,"073025","073026","073042","073044","073045","073046","073605","073606",NA,NA,NA,NA,NA,"1478","1407","1407","1407","1407","1407","1478","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","073044",75,"1407",16,2362,0,"073025","073026","073027","073043","073045","073046","073047","073653",NA,NA,NA,NA,NA,"1478","1407","1407","1407","1407","1407","1407","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","073045",164,"1407",16,2362,0,"073042","073043","073044","073046","073056","073606","073641","073642",NA,NA,NA,NA,NA,"1407","1407","1407","1407","1401","1407","1397","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","073046",57,"1407",16,2362,0,"073043","073044","073045","073047","073056","073607","073642","073653",NA,NA,NA,NA,NA,"1407","1407","1407","1407","1401","1402","1401","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","073047",99,"1407",16,2362,0,"073026","073027","073028","073044","073046","073653",NA,NA,NA,NA,NA,NA,NA,"1407","1407","1407","1407","1407","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","073049",133,"1402",15,2075,0,"072908","073050","073028","073029","073653",NA,NA,NA,NA,NA,NA,NA,NA,"1501","1402","1407","1407","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","073051",45,"1402",15,2075,0,"072636","072908","073050","073064","073615",NA,NA,NA,NA,NA,NA,NA,NA,"1402","1501","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","073056",57,"1401",29,2060,0,"073045","073046","073607","073642","073643","073653",NA,NA,NA,NA,NA,NA,NA,"1407","1407","1402","1401","1401","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","073064",98,"1402",15,2075,0,"072635","072636","073051","073615","073616",NA,NA,NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","073071",88,"1402",15,2075,0,"073072","073609","073610","073652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","073072",95,"1402",15,2075,0,"073071","073609","073610","073615","073616",NA,NA,NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","073076",31,"1401",29,2060,0,"073077","073080","073082","073650",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","073077",51,"1401",29,2060,0,"073076","073078","073080","073082","073083",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","073078",36,"1401",29,2060,0,"073077","073079","073082","073083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","073079",27,"1401",29,2060,0,"073078","073083","073650","073651",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1392","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","073080",12,"1401",29,2060,0,"073076","073077","073081","073082",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","073081",10,"1401",29,2060,0,"073080","073082","073092","073098",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","073082",39,"1401",29,2060,0,"073076","073077","073078","073080","073081","073083","073089","073092","073098",NA,NA,NA,NA,"1401","1401","1401","1401","1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","073083",39,"1401",29,2060,0,"073077","073078","073079","073082","073089","073092","073633","073650","073651",NA,NA,NA,NA,"1401","1401","1401","1401","1401","1401","1401","1392","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","073084",376,"1401",29,2060,0,"073089","073091","073096","073097","073624","073627","073633",NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1389","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","073089",42,"1401",29,2060,0,"073082","073083","073084","073090","073092","073093","073633",NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","073090",68,"1401",29,2060,0,"073089","073091","073092","073093","073094",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","073091",79,"1401",29,2060,0,"073084","073090","073093","073094","073096",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","073092",28,"1401",29,2060,0,"073081","073082","073083","073089","073090","073093","073098",NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","073093",40,"1401",29,2060,0,"073089","073090","073091","073092","073094","073098",NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","073094",59,"1401",29,2060,0,"073090","073091","073093","073096","073098",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","073096",67,"1401",29,2060,0,"073084","073091","073094","073097","073098",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","073097",43,"1401",29,2060,0,"073084","073096","073098","073627","073628",NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","073098",87,"1401",29,2060,0,"073081","073082","073092","073093","073094","073096","073097","073627","073628",NA,NA,NA,NA,"1401","1401","1401","1401","1401","1401","1401","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","073604",382,"1478",17,2307,0,"072908","073006","073007","073008","073010",NA,NA,NA,NA,NA,NA,NA,NA,"1501","1478","1478","1478","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","073605",233,"1478",17,2307,0,"073013","073014","073016","073017","073018","073023","073025","073043","073606",NA,NA,NA,NA,"1478","1478","1478","1478","1478","1407","1478","1407","1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","073606",124,"1407",16,2362,0,"073016","073023","073025","073040","073041","073042","073043","073045","073605",NA,NA,NA,NA,"1478","1407","1478","1407","1407","1407","1407","1407","1478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","073607",12,"1402",15,2075,0,"073046","073056","073610","073626","073643","073652","073653",NA,NA,NA,NA,NA,NA,"1407","1401","1402","1401","1401","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","073609",72,"1402",15,2075,0,"073071","073072","073615","073616","073652","073653",NA,NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","073610",176,"1402",15,2075,0,"073071","073072","073607","073616","073626","073652",NA,NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402","1401","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","073611",191,"1411",5,1534,0,"073612","073613","073617","073647",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1411","1411","1411","1411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","073612",428,"1411",5,1534,0,"073611","073613","073617","073620","073621",NA,NA,NA,NA,NA,NA,NA,NA,"1411","1411","1411","1392","1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","073613",247,"1411",5,1534,0,"073611","073612","073617","073620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1411","1411","1411","1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","073615",239,"1402",15,2075,0,"073050","073051","073064","073072","073609","073616","073653",NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","073616",76,"1402",15,2075,0,"072635","073064","073072","073609","073610","073615","073626",NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402","1402","1402","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","073617",274,"1411",5,1534,0,"073611","073612","073613","073618","073620","073621","073647","073657",NA,NA,NA,NA,NA,"1411","1411","1411","1419","1392","1396","1411","1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","073618",2661,"1419",1,2661,1,"073617","073620","073621","073622","073623","073624","073633","073647","073650","073657",NA,NA,NA,"1411","1392","1396","1389","1392","1389","1401","1411","1392","1393",NA,NA,NA,"1411","1392","1396",NA,"1401",NA
"729","073620",2028,"1392",3,2498,0,"073612","073613","073617","073618","073621","073623","073650",NA,NA,NA,NA,NA,NA,"1411","1411","1411","1419","1396","1392","1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","073621",1846,"1396",1,1846,0,"073612","073617","073618","073620","073623",NA,NA,NA,NA,NA,NA,NA,NA,"1411","1411","1419","1392","1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","073622",1106,"1389",2,2558,1,"073618","073624","073633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1419","1389","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401",NA,NA,NA,NA
"732","073623",258,"1392",3,2498,0,"073618","073620","073621","073633","073650",NA,NA,NA,NA,NA,NA,NA,NA,"1419","1392","1396","1401","1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","073624",1452,"1389",2,2558,1,"073084","073618","073622","073627","073633","073656","073657",NA,NA,NA,NA,NA,NA,"1401","1419","1389","1401","1401","1397","1393",NA,NA,NA,NA,NA,NA,"1401",NA,"1397",NA,NA,NA
"734","074021",110,"1414",24,2660,1,"074020","074022","074017","074005","074010","074043","074044","074045",NA,NA,NA,NA,NA,"1414","1405","1414","1405","1414","1414","1414","1405",NA,NA,NA,NA,NA,"1405",NA,NA,NA,NA,NA
"735","074026",78,"1405",22,2308,0,"074025","074008","074013","074014","074027","074032","074049","074051",NA,NA,NA,NA,NA,"1405","1405","1405","1405","1405","1405","1405","1405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","073626",121,"1401",29,2060,0,"072634","072635","072636","073607","073610","073616","073627","073641","073643","073655","073656",NA,NA,"1401","1402","1402","1402","1402","1402","1401","1397","1401","1397","1397",NA,NA,NA,NA,NA,NA,NA,NA
"737","073627",97,"1401",29,2060,0,"072624","072625","072634","073084","073097","073098","073624","073626","073628","073656",NA,NA,NA,"1401","1401","1401","1401","1401","1401","1389","1401","1401","1397",NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","073628",33,"1401",29,2060,0,"072624","073097","073098","073627","073629","074120","074126",NA,NA,NA,NA,NA,NA,"1401","1401","1401","1401","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","073629",88,"1391",13,2375,0,"073628","074120","074126","074152","074153","074174",NA,NA,NA,NA,NA,NA,NA,"1401","1391","1391","1391","1391","1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","073633",360,"1401",29,2060,0,"073083","073084","073089","073618","073622","073623","073624","073650","073651",NA,NA,NA,NA,"1401","1401","1401","1419","1389","1392","1389","1392","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","073640",403,"1393",3,3709,1,"073039","073040","073641","073655","073657",NA,NA,NA,NA,NA,NA,NA,NA,"1407","1407","1397","1397","1393",NA,NA,NA,NA,NA,NA,NA,NA,"1407","1397",NA,NA,NA,NA
"742","074022",184,"1405",22,2308,0,"074023","074021","074005","074006","074010","074011","074044","074045","074046",NA,NA,NA,NA,"1405","1414","1405","1405","1414","1405","1414","1405","1405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","073641",786,"1397",3,860,0,"073039","073040","073042","073045","073626","073640","073642","073643","073655","073656","073657",NA,NA,"1407","1407","1407","1407","1401","1393","1401","1401","1397","1397","1393",NA,NA,NA,NA,NA,NA,NA,NA
"744","073642",35,"1401",29,2060,0,"073042","073045","073046","073056","073641","073643",NA,NA,NA,NA,NA,NA,NA,"1407","1407","1407","1401","1397","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","073643",181,"1401",29,2060,0,"073056","073607","073626","073641","073642","073655","073656",NA,NA,NA,NA,NA,NA,"1401","1402","1401","1397","1401","1397","1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","073644",119,"1393",3,3709,1,"073647","073657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1411","1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1411",NA,NA,NA,NA,NA
"747","073647",394,"1411",5,1534,0,"073611","073617","073618","073644","073657",NA,NA,NA,NA,NA,NA,NA,NA,"1411","1411","1419","1393","1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","073650",212,"1392",3,2498,0,"073076","073079","073083","073618","073620","073623","073633","073651",NA,NA,NA,NA,NA,"1401","1401","1401","1419","1392","1392","1401","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","073651",8,"1401",29,2060,0,"073079","073083","073633","073650",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1401","1401","1401","1392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","073652",304,"1402",15,2075,0,"073071","073607","073609","073610","073653",NA,NA,NA,NA,NA,NA,NA,NA,"1402","1402","1402","1402","1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","073653",327,"1402",15,2075,0,"073050","073027","073028","073029","073044","073046","073047","073049","073056","073607","073609","073615","073652","1402","1407","1407","1407","1407","1407","1407","1402","1401","1402","1402","1402","1402",NA,NA,NA,NA,NA,NA
"752","073655",6,"1397",3,860,0,"073626","073640","073641","073643","073656","073657",NA,NA,NA,NA,NA,NA,NA,"1401","1393","1397","1401","1397","1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","073656",68,"1397",3,860,0,"073624","073626","073627","073641","073643","073655","073657",NA,NA,NA,NA,NA,NA,"1389","1401","1401","1397","1401","1397","1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","074016",159,"1414",24,2660,1,"074017","074018","074009","074010","074040","074065",NA,NA,NA,NA,NA,NA,NA,"1414","1414","1414","1414","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","074017",57,"1414",24,2660,1,"074019","074020","074021","074016","074018","074009","074010",NA,NA,NA,NA,NA,NA,"1414","1414","1414","1414","1414","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","074018",110,"1414",24,2660,1,"074019","074020","074016","074017","074040","074041","074042",NA,NA,NA,NA,NA,NA,"1414","1414","1414","1414","1414","1414","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","073657",3187,"1393",3,3709,1,"073617","073618","073624","073640","073641","073644","073647","073655","073656",NA,NA,NA,NA,"1411","1419","1389","1393","1397","1393","1411","1397","1397",NA,NA,NA,NA,"1411",NA,NA,"1397",NA,NA
"758","074001",44,"1410",19,2613,1,"070151","070154","074002","074003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1410","1410","1415","1410",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA,NA
"759","074002",770,"1415",6,2429,0,"070152","070154","072638","074001","074003","074005","074006","074009",NA,NA,NA,NA,NA,"1410","1410","1415","1410","1410","1405","1405","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","074003",224,"1410",19,2613,1,"070154","074001","074002","074004","074006","074007",NA,NA,NA,NA,NA,NA,NA,"1410","1410","1415","1410","1405","1405",NA,NA,NA,NA,NA,NA,NA,"1415","1405",NA,NA,NA,NA
